timestamp,open,close,high,low,volume,amount,hour_of_day,price_change,price_change_pct,volume_change,volume_change_pct
2024-02-10 20:25:00,47618.9,47594.1,47621.8,47573.5,6.3353754,301574.612237776,20,-21.80000000000291,-0.0004578302625804177,1.22485337,0.23967284805932043
2024-02-10 20:20:00,47588,47619.0,47619,47560.1,7.73657794,368076.02056706,20,24.900000000001455,0.0005231740909062563,1.4012025399999999,0.22117119373857463
2024-02-10 20:15:00,47510,47590.0,47599.9,47492,11.14048793,529699.223143775,20,-29.0,-0.000609000609000609,3.4039099900000007,0.4399761776328722
2024-02-10 20:10:00,47475.9,47510.2,47528.2,47475.9,13.4930982,641073.517900736,20,-79.80000000000291,-0.0016768228619458482,2.3526102699999996,0.21117659161630628
2024-02-10 20:05:00,47507.9,47471.9,47508,47457,13.01724253,618049.174745748,20,-38.299999999995634,-0.000806142680940001,-0.4758556699999996,-0.0352665980004503
2024-02-10 20:00:00,47526.1,47507.9,47535.9,47484.4,5.65712237,268767.879719591,20,36.0,0.0007583433568068689,-7.360120160000001,-0.5654131543633458
2024-02-10 19:55:00,47560,47531.2,47584.1,47504.6,19.44283354,924448.505963225,19,23.299999999995634,0.0004904447470840773,13.785711169999999,2.4368769611748737
2024-02-10 19:50:00,47584.6,47562.1,47584.6,47536.1,15.17161619,721531.318353501,19,30.900000000001455,0.000650099303194564,-4.271217349999999,-0.21968080636049098
2024-02-10 19:45:00,47632.3,47584.6,47660,47552.2,19.49137372,927810.577587178,19,22.5,0.00047306573931765,4.319757529999999,0.28472625960886494
2024-02-10 19:40:00,47606.2,47635.9,47649.6,47587.6,24.92879609,1187190.155593662,19,51.30000000000291,0.0010780798829874143,5.43742237,0.27896557975391384
2024-02-10 19:35:00,47557.1,47611.5,47619.9,47512,26.63362267,1267157.407692628,19,-24.400000000001455,-0.0005122187257929724,1.7048265800000024,0.0683878424712167
2024-02-10 19:30:00,47487.9,47557.1,47557.1,47487.9,8.57051229,407292.002791495,19,-54.400000000001455,-0.0011425810991042386,-18.06311038,-0.6782070394181191
2024-02-10 19:25:00,47474.1,47487.9,47524,47442.6,13.34545831,633550.530280746,19,-69.19999999999709,-0.0014550929303930873,4.77494602,0.557136593289921
2024-02-10 19:20:00,47417,47474.0,47534.2,47414,29.01331729,1377807.647537403,19,-13.900000000001455,-0.00029270614198567327,15.66785898,1.1740217994806355
2024-02-10 19:15:00,47361.9,47413.4,47420,47361.9,16.03151493,759897.03985168,19,-60.599999999998545,-0.001276488183005404,-12.98180236,-0.4474428839088465
2024-02-10 19:10:00,47334,47361.0,47361,47334,9.11902631,431850.161805401,19,-52.400000000001455,-0.0011051727992508753,-6.9124886199999995,-0.43118124832136495
2024-02-10 19:05:00,47310.6,47334.1,47336,47305,6.12933998,290017.17481352,19,-26.900000000001455,-0.0005679778720888802,-2.9896863300000005,-0.32785148637212347
2024-02-10 19:00:00,47329.9,47310.5,47334,47305.1,3.97482327,188101.543828592,19,-23.599999999998545,-0.0004985834736479313,-2.1545167100000002,-0.351508762286017
2024-02-10 18:55:00,47308.1,47329.8,47332.8,47308.1,4.28917367,202964.692115071,18,19.30000000000291,0.0004079432684077089,0.31435040000000036,0.07908537780096078
2024-02-10 18:50:00,47292.5,47308.2,47336,47292.4,5.90589053,279458.892288809,18,-21.60000000000582,-0.0004563720953818909,1.6167168599999995,0.3769296802570364
2024-02-10 18:45:00,47305.5,47292.4,47305.6,47292.4,4.08119733,193041.019688116,18,-15.799999999995634,-0.0003339801556600259,-1.8246931999999996,-0.30896156823956566
2024-02-10 18:40:00,47310,47305.5,47313.8,47300,11.3039159,534714.273968724,18,13.099999999998545,0.00027700010995421133,7.22271857,1.7697548013440456
2024-02-10 18:35:00,47304.2,47310.0,47327.4,47300,6.40019955,302775.529528487,18,4.5,9.51263595142214e-05,-4.90371635,-0.4338068677598707
2024-02-10 18:30:00,47259.4,47304.2,47315.9,47259.4,9.55273607,451719.779674039,18,-5.80000000000291,-0.0001225956457409197,3.15253652,0.4925684731189358
2024-02-10 18:25:00,47291.9,47259.3,47295.9,47259.3,2.58697414,122318.621304579,18,-44.89999999999418,-0.000949175760291775,-6.965761929999999,-0.7291902423511634
2024-02-10 18:20:00,47229.1,47291.9,47291.9,47229.1,3.05347968,144314.432755268,18,32.599999999998545,0.0006898113175607455,0.46650554,0.18032864449120467
2024-02-10 18:15:00,47230.2,47229.1,47264,47229.1,10.14872886,479526.871905018,18,-62.80000000000291,-0.0013279229635519594,7.09524918,2.323660192164763
2024-02-10 18:10:00,47238.7,47230.2,47255.7,47230,7.1068562,335728.413483443,18,1.0999999999985448,2.329072542137252e-05,-3.04187266,-0.2997294244394662
2024-02-10 18:05:00,47230.2,47238.7,47268,47222.2,11.54955428,545670.96422372,18,8.5,0.00017996959572476933,4.44269808,0.6251284611612095
2024-02-10 18:00:00,47194.2,47230.2,47230.3,47182.7,2.0510832,96828.248052969,18,-8.5,-0.00017993721249738034,-9.498471080000002,-0.822410185685538
2024-02-10 17:55:00,47182.4,47194.2,47209.6,47162.1,3.50862553,165532.74456418,17,-36.0,-0.0007622241701284348,1.4575423300000003,0.7106207734527787
2024-02-10 17:50:00,47174,47182.4,47220,47174,2.38954237,112807.888399897,17,-11.799999999995634,-0.0002500307241143114,-1.1190831600000002,-0.31895200853765665
2024-02-10 17:45:00,47224,47174.1,47227.1,47174.1,6.19744506,292533.85757354,17,-8.30000000000291,-0.00017591305232465728,3.8079026899999997,1.5935698558046492
2024-02-10 17:40:00,47195.9,47224.0,47240,47195.9,4.44200364,209704.169094652,17,49.900000000001455,0.0010577838262945441,-1.7554414199999995,-0.28325243757788143
2024-02-10 17:35:00,47220.7,47196.0,47220.7,47195.9,1.52343172,71926.323223769,17,-28.0,-0.0005929188548195833,-2.91857192,-0.6570395156182267
2024-02-10 17:30:00,47186,47219.9,47220.5,47186,3.25881029,153836.851886502,17,23.900000000001455,0.0005063988473599766,1.73537857,1.1391246139997662
2024-02-10 17:25:00,47184.4,47186.0,47192,47159.9,4.29276308,202513.791576321,17,-33.900000000001455,-0.0007179176575977809,1.0339527900000003,0.3172792209392466
2024-02-10 17:20:00,47200,47184.4,47207.3,47179.1,2.23511317,105471.872619308,17,-1.5999999999985448,-3.3908362649907704e-05,-2.0576499100000003,-0.47932994941803314
2024-02-10 17:15:00,47200.2,47200.0,47231.9,47192.1,8.76844756,413995.388513895,17,15.599999999998545,0.0003306177465433182,6.53333439,2.923044111453202
2024-02-10 17:10:00,47194.7,47202.2,47229.9,47175.5,5.61750424,265174.049806012,17,2.1999999999970896,4.661016949146376e-05,-3.1509433200000005,-0.35935019265827717
2024-02-10 17:05:00,47265.1,47196.1,47341.9,47196,18.554497,877437.053663858,17,-6.099999999998545,-0.00012923126464441372,12.936992760000003,2.3029787263676376
2024-02-10 17:00:00,47249.9,47265.0,47270,47244.1,5.86886217,277324.660528634,17,68.90000000000146,0.0014598663872650802,-12.685634830000001,-0.6836959703084379
2024-02-10 16:55:00,47222.7,47249.8,47255.7,47222.7,5.13444254,242568.118703807,16,-15.19999999999709,-0.0003215910293028052,-0.7344196299999997,-0.1251383332452668
2024-02-10 16:50:00,47258,47217.9,47258.1,47196.8,8.24929355,389525.757117313,16,-31.900000000001455,-0.000675135132847154,3.1148510100000006,0.6066580715888196
2024-02-10 16:45:00,47240.2,47258.1,47281,47227.1,12.10349554,571891.624566309,16,40.19999999999709,0.0008513720432293068,3.85420199,0.4672160066361076
2024-02-10 16:40:00,47274,47245.1,47277.8,47245.1,5.19262777,245404.351941631,16,-13.0,-0.00027508511768352937,-6.910867770000001,-0.5709811473190332
2024-02-10 16:35:00,47276.3,47273.9,47276.3,47239.2,14.72434355,695666.127925848,16,28.80000000000291,0.0006095870259561926,9.53171578,1.8356246975892905
2024-02-10 16:30:00,47252.1,47276.3,47284.3,47248.2,3.43112042,162185.524135617,16,2.400000000001455,5.0767971333049634e-05,-11.293223130000001,-0.7669763403476144
2024-02-10 16:25:00,47292.5,47252.2,47292.5,47252.1,2.77439601,131142.457867499,16,-24.10000000000582,-0.0005097691655228057,-0.6567244100000003,-0.1914023204117098
2024-02-10 16:20:00,47307.3,47292.5,47307.4,47258,5.00867347,236761.8186116,16,40.30000000000291,0.000852870342544959,2.23427746,0.8053203118613194
2024-02-10 16:15:00,47309.2,47307.4,47319.8,47278.1,3.79191665,179340.364318309,16,14.900000000001455,0.0003150605275678269,-1.2167568199999996,-0.24292995486487556
2024-02-10 16:10:00,47301.2,47309.3,47309.3,47291.3,5.1977458,245842.137973984,16,1.9000000000014552,4.016284978674489e-05,1.4058291499999997,0.3707436844636339
2024-02-10 16:05:00,47348.4,47301.3,47350,47301.3,5.85450761,277136.480315469,16,-8.0,-0.00016909994440839326,0.6567618099999999,0.12635512302275342
2024-02-10 16:00:00,47355.6,47348.4,47355.6,47326,6.68491243,316487.820476902,16,47.099999999998545,0.0009957443030106687,0.83040482,0.14184024948256924
2024-02-10 15:55:00,47339.5,47355.5,47355.6,47339.5,9.9321629,470291.282322083,15,7.099999999998545,0.0001499522687144348,3.24725047,0.48575811635575905
2024-02-10 15:50:00,47288.8,47339.5,47344.1,47284.1,5.68991165,269239.070720955,15,-16.0,-0.00033786994118951334,-4.24225125,-0.427122600858671
2024-02-10 15:45:00,47302.7,47288.7,47322.3,47256.2,17.05490463,806337.340497233,15,-50.80000000000291,-0.0010730996313861132,11.36499298,1.9973935764011381
2024-02-10 15:40:00,47299,47302.8,47302.8,47274,3.50341265,165650.991957929,15,14.10000000000582,0.0002981684842257415,-13.55149198,-0.7945803435430879
2024-02-10 15:35:00,47288.4,47294.3,47322,47280.1,9.31235839,440473.414093578,15,-8.5,-0.00017969337967308488,5.80894574,1.6580820817667596
2024-02-10 15:30:00,47294.2,47288.4,47300.9,47284,2.12042586,100275.090347145,15,-5.900000000001455,-0.00012475076277694046,-7.19193253,-0.7722998008456159
2024-02-10 15:25:00,47308.1,47294.2,47308.1,47294.1,4.87522701,230597.99237607,15,5.799999999995634,0.00012265164395487338,2.7548011499999996,1.2991735301700194
2024-02-10 15:20:00,47300,47308.1,47321.9,47288,5.14682284,243467.620738714,15,13.900000000001455,0.00029390496086203924,0.27159582999999987,0.05570937095706645
2024-02-10 15:15:00,47302.1,47304.0,47341.9,47302.1,1.72270204,81537.778936508,15,-4.099999999998545,-8.666591978960357e-05,-3.4241208,-0.6652882577166771
2024-02-10 15:10:00,47320.3,47302.1,47320.3,47292.4,5.75860293,272381.207400851,15,-1.9000000000014552,-4.016573651279924e-05,4.035900890000001,2.3427736174271905
2024-02-10 15:05:00,47288.2,47320.4,47354,47288.2,9.99368999,473126.162909893,15,18.30000000000291,0.00038687500132135596,4.23508706,0.735436547975361
2024-02-10 15:00:00,47266.1,47290.1,47300,47250,6.70667535,317063.731639431,15,-30.30000000000291,-0.0006403158046001916,-3.2870146399999998,-0.32890900591163924
2024-02-10 14:55:00,47270.6,47266.2,47286,47256.3,3.20713113,151613.930418819,14,-23.900000000001455,-0.0005053911918139623,-3.49954422,-0.5218001524406575
